Player_ID,Total_Appearances,Player Name
271,105120.0,Marco Rojo
292,105120.0,Mats Hummels
297,105120.0,Maximilian
288,105120.0,Mario Mandzukic
303,105120.0,Mertesacker
241,105120.0,Lucas
283,105120.0,Mario Gotze
245,105120.0,Lucas Piazon
285,105120.0,Mario Gotze
293,105120.0,Max Kruse
294,105120.0,Max Kruse
247,105120.0,Luis Suarez
261,105120.0,Manuel Neuer
281,105120.0,Mario Gomez
242,105120.0,Lucas
291,105120.0,Mats Hummels
269,105120.0,Marco Rojo
277,105120.0,Mario Balotelli
259,105120.0,Manuel Neuer
240,105120.0,Lionel Messi
243,105120.0,Lucas
304,105120.0,Mertesacker
266,105120.0,Marco
299,105120.0,Memphis Depay
289,105120.0,Mario Mandzukic
305,105120.0,Mesut Ozil
295,105120.0,Max Kruse
255,105120.0,Luke Shaw
275,105120.0,Marcos Junio
253,105120.0,LuisRonaldo
306,105120.0,Mesut Ozil
265,105120.0,Marcelo
252,105120.0,LuisRonaldo
249,105120.0,Luis Suarez
260,105120.0,Manuel Neuer
264,105120.0,Marcelo
262,105120.0,Marcelo
278,105120.0,Mario Balotelli
254,105120.0,Luke Shaw
301,105120.0,Memphis Depay
334,105120.0,Pedro
317,105120.0,Olivier Girioud
323,105120.0,Pablo
351,105120.0,Pires
361,105120.0,Raphael Varane
348,105120.0,Philipp Lahm
356,105120.0,Rafael
34,105120.0,Armindo Bruma
365,105120.0,Ribery
310,105120.0,Nani
352,105120.0,Radamel Falcao
379,105120.0,Robert Lewandoski
343,105120.0,Phil Jones
35,105120.0,Armindo Bruma
372,105120.0,Rivaldo
327,105120.0,Patrice Evra
320,105120.0,Oscar
359,105120.0,Ramires
364,105120.0,Ribery
326,105120.0,Patrice Evra
374,105120.0,Robben
375,105120.0,Robben
328,105120.0,Paul Scholes
341,105120.0,Phelan Sampson
329,105120.0,Paul Scholes
344,105120.0,Phil Jones
335,105120.0,Pedro
354,105120.0,Radamel Falcao
347,105120.0,Philipp Lahm
345,105120.0,Phil Jones
319,105120.0,Oscar
349,105120.0,Pires
369,105120.0,Ricardo
38,105120.0,Ashley Cole
376,105120.0,Robben
373,105120.0,Rivaldo
338,105120.0,Petr Cech
380,105120.0,Robert Lewandoski
360,105120.0,Ramires
363,105120.0,Raphael Varane
33,105120.0,Antonio Cassano
350,105120.0,Pires
366,105120.0,Ribery
377,105120.0,Robben
316,105120.0,Olivier Girioud
322,105120.0,Pablo
313,105120.0,Noah Whitfield
336,105120.0,Pedro
346,105120.0,Philipp Lahm
32,105120.0,Antonio Cassano
314,105120.0,Olivier Girioud
358,105120.0,Ramires
318,105120.0,Oscar
325,105120.0,Patrice Evra
342,105120.0,Phelan Sampson
357,105120.0,Rafael
36,105120.0,Armindo Bruma
37,105120.0,Ashley Cole
371,105120.0,Rivaldo
362,105120.0,Raphael Varane
312,105120.0,Noah Whitfield
331,105120.0,Paulo Dybala
315,105120.0,Olivier Girioud
339,105120.0,Petr Cech
333,105120.0,Paulo Dybala
355,105120.0,Rafael
321,105120.0,Pablo
367,105120.0,Ricardo
353,105120.0,Radamel Falcao
368,105120.0,Ricardo
378,105120.0,Robert Lewandoski
337,105120.0,Petr Cech
370,105120.0,Ricardo
311,105120.0,Noah Whitfield
324,105120.0,Patrice Evra
340,105120.0,Phelan Sampson
330,105120.0,Paul Scholes
332,105120.0,Paulo Dybala
447,105120.0,Van Persie
442,105120.0,Valencia
383,105120.0,Ronaldinho
448,105120.0,Victor Valvdes
388,105120.0,Sandro
428,105120.0,Tomas Kalas
415,105120.0,Thiago Silva
422,105120.0,Thierry Henry
433,105120.0,Tomas Rosicky
387,105120.0,Sandro
419,105120.0,Thibaut Courtois
42,105120.0,Barthez
424,105120.0,Thierry Henry
434,105120.0,Tomas Rosicky
446,105120.0,Van Persie
406,105120.0,Tallulah Leach
432,105120.0,Tomas Rosicky
443,105120.0,Valencia
389,105120.0,Sandro
425,105120.0,Tim Krul
423,105120.0,Thierry Henry
441,105120.0,Valencia
410,105120.0,Ter Stegen
390,105120.0,Santiago Arias
408,105120.0,Tallulah Leach
440,105120.0,Ulysses Blair
43,105120.0,Bernd Leno
401,105120.0,Sirigu
421,105120.0,Thierry Henry
449,105120.0,Victor Valvdes
381,105120.0,Ronaldinho
385,105120.0,Samir Handanovic
413,105120.0,Thiago Alc�ntara
418,105120.0,Thibaut Courtois
404,105120.0,Stephan
429,105120.0,Tomas Kalas
41,105120.0,Barthez
439,105120.0,Ulysses Blair
403,105120.0,Stephan
436,105120.0,Toni Kroos
412,105120.0,Thiago Alc�ntara
40,105120.0,Barthez
44,105120.0,Bernd Leno
398,105120.0,Sergio Ramos
450,105120.0,Victor Valvdes
414,105120.0,Thiago Alc�ntara
394,105120.0,SebastianGiovinco
416,105120.0,Thiago Silva
437,105120.0,Toni Kroos
399,105120.0,Sirigu
430,105120.0,Tomas Kalas
382,105120.0,Ronaldinho
393,105120.0,SebastianGiovinco
427,105120.0,Tim Krul
402,105120.0,Stephan
407,105120.0,Tallulah Leach
444,105120.0,Valencia
405,105120.0,Tallulah Leach
391,105120.0,Santiago Arias
397,105120.0,Sergio Ramos
409,105120.0,Ter Stegen
384,105120.0,Samir Handanovic
420,105120.0,Thibaut Courtois
386,105120.0,Samir Handanovic
431,105120.0,Tomas Rosicky
395,105120.0,SebastianGiovinco
4,105120.0,Aguero
39,105120.0,Ashley Cole
426,105120.0,Tim Krul
411,105120.0,Ter Stegen
400,105120.0,Sirigu
417,105120.0,Thiago Silva
396,105120.0,Sergio Ramos
445,105120.0,Van Persie
392,105120.0,Santiago Arias
435,105120.0,Toni Kroos
45,105120.0,Bernd Leno
438,105120.0,Ulysses Blair
467,105120.0,Wayne Rooney
451,105120.0,Victor Valvdes
51,105120.0,Buffon
7,105120.0,Alberto M
475,105120.0,Zlatan Ibrahimovic
462,105120.0,Vincent Kompany
470,105120.0,Willian
54,105120.0,Cafu
69,105120.0,Chris Smalling
468,105120.0,Wayne Rooney
73,105120.0,Daley Blind
87,105120.0,David Alaba
459,105120.0,Viktor Fischer
64,105120.0,Cesc Fabregas
478,105120.0,javi Martinez
59,105120.0,Carrick
8,105120.0,Alberto M
85,105120.0,Danny Welbeck
52,105120.0,Cafu
71,105120.0,Cristiano Ronaldo
458,105120.0,Viktor Fischer
466,105120.0,Vladimir
47,105120.0,Bojan
5,105120.0,Aguero
476,105120.0,javi Martinez
70,105120.0,Cristiano Ronaldo
453,105120.0,Vidic
477,105120.0,javi Martinez
61,105120.0,Carvajal
75,105120.0,Daley Blind
46,105120.0,Bojan
455,105120.0,Vieri
78,105120.0,Dani Alves
77,105120.0,Dani Alves
89,105120.0,David Alaba
6,105120.0,Aguero
452,105120.0,Vidic
60,105120.0,Carrick
68,105120.0,Chris Smalling
464,105120.0,Vladimir
55,105120.0,Carlos Vela
474,105120.0,Zlatan Ibrahimovic
456,105120.0,Vieri
82,105120.0,Daniel Sturridge
53,105120.0,Cafu
471,105120.0,Willian
86,105120.0,David Alaba
461,105120.0,Vincent Kompany
58,105120.0,Carrick
81,105120.0,Daniel Sturridge
48,105120.0,Bojan
457,105120.0,Vieri
67,105120.0,Chris Smalling
84,105120.0,Danny Welbeck
79,105120.0,Dani Alves
465,105120.0,Vladimir
9,105120.0,Alberto M
88,105120.0,David Alaba
454,105120.0,Vidic
472,105120.0,Willian
463,105120.0,Vincent Kompany
56,105120.0,Carlos Vela
49,105120.0,Buffon
63,105120.0,Carvajal
65,105120.0,Cesc Fabregas
62,105120.0,Carvajal
473,105120.0,Zlatan Ibrahimovic
83,105120.0,Danny Welbeck
66,105120.0,Cesc Fabregas
469,105120.0,Wayne Rooney
72,105120.0,Cristiano Ronaldo
74,105120.0,Daley Blind
76,105120.0,Dani Alves
460,105120.0,Viktor Fischer
80,105120.0,Daniel Sturridge
50,105120.0,Buffon
57,105120.0,Carlos Vela
98,105120.0,Diego Coasta
99,105120.0,Diego Coasta
96,105120.0,David Villa
90,105120.0,David De Gea
93,105120.0,David Villa
95,105120.0,David Villa
92,105120.0,David De Gea
97,105120.0,Diego Coasta
91,105120.0,David De Gea
94,105120.0,David Villa
